Learner_ID,Learner_Segment,Current_Plan,Current_Fee,Completion_Rate,Weekly_Hours,Last_Login_Days,Renewed_Last_Cycle,Recommended_Action,Recommended_Discount_Pct,Reason
L00209,College Student,Basic,299,0.4,2.9,3,Y,Do Not Extend Discount Next Cycle,0,Received 24% discount but only 40.0% completion - discount not driving engagement
L00210,Working Professional,Standard,599,0.75,9.3,19,N,Recommend Premium,10,Working Professional averaging 9.3 hrs/week with 75.0% completion
L00211,Working Professional,Standard,599,0.77,7.9,7,N,Recommend Premium (Power Usage),10,Completed 10 courses - power usage on a non-Premium plan
L00212,Working Professional,Premium,1499,0.6,5.9,5,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (60.0% completion, 5.9 hrs/week) - no action needed yet"
L00213,Working Professional,Premium,1499,0.69,5.5,8,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (69.0% completion, 5.5 hrs/week) - no action needed yet"
L00214,Power Learner,Pro,999,0.83,13.2,0,Y,Recommend Premium,0,Power Learner with 83.0% completion rate
L00215,Casual Learner,Basic,299,0.12,0.8,48,N,Renewal Reminder,0,No login in 48 days
L00216,College Student,Basic,299,0.5,8.4,33,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00217,Working Professional,Pro,999,0.75,8.2,19,Y,Recommend Premium,0,Working Professional averaging 8.2 hrs/week with 75.0% completion
L00218,Casual Learner,Pro,999,0.17,1.9,24,Y,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L00219,Working Professional,Standard,599,0.83,5,20,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00220,College Student,Basic,299,0.57,7.1,26,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00221,College Student,Basic,299,0.5,2.5,24,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00222,Career Switcher,Premium,1499,0.5,9.3,5,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00223,Casual Learner,Standard,599,0.29,1.3,70,N,CS Outreach Before Upsell,20,High support ticket volume (4) needs resolution first
L00224,Certification Seeker,Basic,299,0.8,6.2,15,N,Recommend Upgrade to Pro,10,On Basic but completing 80.0% at 6.2 hrs/week - outgrowing current plan
L00225,College Student,Basic,299,0.5,4.6,2,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 4.6 hrs/week) - no action needed yet"
L00226,Career Switcher,Premium,1499,0.71,6.6,12,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00227,College Student,Basic,299,0.67,3.2,13,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 3.2 hrs/week) - no action needed yet"
L00228,Career Switcher,Basic,299,0.67,7.8,8,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L00229,College Student,Standard,599,0.8,7.5,22,Y,Recommend Upgrade to Pro,15,On Standard but completing 80.0% at 7.5 hrs/week - outgrowing current plan
L00230,Working Professional,Basic,299,0.8,8.1,15,Y,Recommend Premium (Power Usage),0,Completed 12 courses - power usage on a non-Premium plan
L00231,Certification Seeker,Standard,599,0.8,5.2,8,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00232,Certification Seeker,Standard,599,0.64,3.3,12,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (64.0% completion, 3.3 hrs/week) - no action needed yet"
L00233,Certification Seeker,Standard,599,0.89,6.5,11,Y,Recommend Pro (Certification Value),0,Certification Seeker with 89.0% completion - values credentialing
L00234,Working Professional,Pro,999,0.57,6.1,2,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00235,Career Switcher,Premium,1499,1,5.1,5,Y,Referral Program Candidate,0,Highly active (logged in 5 day(s) ago) with 100.0% completion - strong advocate potential
L00236,Working Professional,Standard,599,0.56,8.1,18,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00237,College Student,Standard,599,0.44,3.8,19,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00238,Casual Learner,Premium,1499,0.4,3.7,69,N,High Churn Risk - Win-Back Offer,20,Inactive for 69 days and did not renew last cycle
L00239,College Student,Standard,599,0.5,7.9,11,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00240,College Student,Standard,599,0.5,4.6,18,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00241,Working Professional,Standard,599,0.7,4.8,10,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (70.0% completion, 4.8 hrs/week) - no action needed yet"
L00242,Casual Learner,Basic,299,0.25,1.6,20,N,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L00243,Working Professional,Pro,999,0.56,6.6,12,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00244,Career Switcher,Standard,599,0.6,7.2,12,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00245,Career Switcher,Standard,599,0.8,7.5,5,Y,Recommend Premium (Power Usage),0,Completed 12 courses - power usage on a non-Premium plan
L00246,Power Learner,Pro,999,1,16.5,3,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00247,Career Switcher,Pro,999,0.75,5.9,15,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00248,College Student,Basic,299,0.46,5.6,7,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (46.0% completion, 5.6 hrs/week) - no action needed yet"
L00249,Power Learner,Pro,999,1,15,3,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00250,College Student,Pro,999,0.5,3.6,16,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 3.6 hrs/week) - no action needed yet"
L00251,Career Switcher,Premium,1499,0.6,5.1,5,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (60.0% completion, 5.1 hrs/week) - no action needed yet"
L00252,Working Professional,Premium,1499,0.77,9,13,Y,Recommend Premium,0,Working Professional averaging 9 hrs/week with 77.0% completion
L00253,Certification Seeker,Pro,999,1,6.1,15,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L00254,Career Switcher,Premium,1499,0.67,11.1,3,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00255,Certification Seeker,Standard,599,0.83,7.3,2,Y,Recommend Pro (Certification Value),0,Certification Seeker with 83.0% completion - values credentialing
L00256,Career Switcher,Basic,299,0.75,10.6,2,Y,Recommend Pro,0,Career Switcher investing 10.6 hrs/week - high intent to reskill
L00257,Working Professional,Pro,999,0.73,9.8,16,N,Recommend Premium,10,Working Professional averaging 9.8 hrs/week with 73.0% completion
L00258,Casual Learner,Basic,299,0.5,2.6,66,N,High Churn Risk - Win-Back Offer,20,Inactive for 66 days and did not renew last cycle
L00259,Career Switcher,Pro,999,0.75,11.3,4,Y,Recommend Pro,0,Career Switcher investing 11.3 hrs/week - high intent to reskill
L00260,College Student,Standard,599,0.36,7,26,Y,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L00261,Career Switcher,Pro,999,0.77,8.9,15,N,Recommend Premium (Power Usage),10,Completed 10 courses - power usage on a non-Premium plan
L00262,College Student,Basic,299,0.5,8.4,17,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00263,Career Switcher,Pro,999,0.6,9.4,6,Y,Recommend Pro,0,Career Switcher investing 9.4 hrs/week - high intent to reskill
L00264,Casual Learner,Basic,299,0.33,2.5,73,N,CS Outreach Before Upsell,20,High support ticket volume (4) needs resolution first
L00265,Career Switcher,Basic,299,0.67,6.4,9,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00266,College Student,Standard,599,1,4.7,18,N,Offer Loyalty Discount (10%),10,"Engaged (100.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00267,Power Learner,Premium,1499,1,16.2,1,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00268,Power Learner,Premium,1499,0.86,11.9,0,Y,Recommend Premium,0,Power Learner with 86.0% completion rate
L00269,Certification Seeker,Pro,999,0.6,3.2,19,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00270,Career Switcher,Premium,1499,0.67,5.5,5,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5.5 hrs/week) - no action needed yet"
L00271,Career Switcher,Standard,599,0.5,8.7,0,Y,Recommend Pro,0,Career Switcher investing 8.7 hrs/week - high intent to reskill
L00272,Working Professional,Pro,999,0.67,4.1,11,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 4.1 hrs/week) - no action needed yet"
L00273,College Student,Basic,299,0.45,5.7,4,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (45.0% completion, 5.7 hrs/week) - no action needed yet"
L00274,Certification Seeker,Basic,299,0.62,4.7,2,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (62.0% completion, 4.7 hrs/week) - no action needed yet"
L00275,Working Professional,Standard,599,0.7,8,0,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00276,Working Professional,Standard,599,0.5,6.3,15,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00277,Certification Seeker,Standard,599,1,5.9,17,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L00278,Career Switcher,Standard,599,0.73,6.4,1,Y,Recommend Premium (Power Usage),0,Completed 11 courses - power usage on a non-Premium plan
L00279,College Student,Pro,999,0.4,2.9,15,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00280,Career Switcher,Pro,999,0.75,6.2,7,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00281,College Student,Standard,599,0.36,7.4,35,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00282,College Student,Pro,999,0.5,6.4,37,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00283,College Student,Basic,299,0.55,5.6,23,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (55.0% completion, 5.6 hrs/week) - no action needed yet"
L00284,College Student,Pro,999,0.33,3.5,14,Y,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L00285,Working Professional,Standard,599,0.7,7.8,8,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 9 months with consistent renewals
L00286,Working Professional,Standard,599,0.53,6.9,19,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00287,College Student,Basic,299,0.5,7,30,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00288,Career Switcher,Premium,1499,0.71,5.4,5,N,Offer Loyalty Discount (10%),10,"Engaged (71.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00289,College Student,Basic,299,0.56,6.2,11,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00290,College Student,Basic,299,0.7,5.7,26,Y,Recommend Upgrade to Standard,0,On Basic but logging in 12x/month with 70.0% completion
L00291,Career Switcher,Pro,999,0.75,9.9,7,Y,Recommend Pro,0,Career Switcher investing 9.9 hrs/week - high intent to reskill
L00292,Casual Learner,Basic,299,0.2,2.2,30,N,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 20.0% completion - signals low intent, not price sensitivity"
L00293,College Student,Standard,599,0.5,4.9,9,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 4.9 hrs/week) - no action needed yet"
L00294,Power Learner,Premium,1499,0.8,14.8,3,Y,Recommend Annual Plan,0,Power Learner active for 9 months - strong annual-plan candidate
L00295,Career Switcher,Standard,599,0.55,7.8,1,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00296,Working Professional,Standard,599,0.78,4.2,12,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 10 months with consistent renewals
L00297,Working Professional,Standard,599,1,7.1,19,Y,Recommend Premium,10,Working Professional averaging 7.1 hrs/week with 100.0% completion
L00298,College Student,Basic,299,0.58,5.6,5,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (58.0% completion, 5.6 hrs/week) - no action needed yet"
L00299,College Student,Pro,999,0.56,2,26,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00300,Casual Learner,Pro,999,0.38,2.2,63,Y,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L00301,College Student,Standard,599,0.36,8.7,34,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00302,Certification Seeker,Standard,599,0.75,4.3,15,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00303,Certification Seeker,Standard,599,0.57,6.4,19,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00304,Working Professional,Standard,599,0.56,5.7,18,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 9 months with consistent renewals
L00305,Working Professional,Premium,1499,0.5,7.1,0,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 12 months with consistent renewals
L00306,Certification Seeker,Standard,599,0.71,4.7,15,N,Offer Loyalty Discount (10%),10,"Engaged (71.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00307,College Student,Standard,599,0.57,3.9,35,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00308,College Student,Standard,599,0.5,3.8,3,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00309,College Student,Basic,299,0.5,5.9,22,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 5.9 hrs/week) - no action needed yet"
L00310,Working Professional,Pro,999,0.64,9.3,19,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
