Learner_ID,Age,Profession,Region,Learner_Segment,Subscription_Plan,Monthly_Fee,Months_Active,Courses_Enrolled,Courses_Completed,Completion_Rate,Weekly_Hours,Login_Frequency,Last_Login_Days,Coupon_Used,Discount_Availed,Payment_Mode,Support_Tickets,Renewed_Last_Cycle
L00892,22,Student,Delhi NCR,College Student,Basic,299,8,7,3,0.43,7.1,9,5,N,0,Wallet,3,Y
L00893,29,Marketing Executive,Bengaluru,Working Professional,Standard,599,3,5,3,0.6,8.2,12,15,N,0,Card,2,N
L00894,35,Ex-Operations,Bengaluru,Career Switcher,Pro,999,1,2,1,0.5,11.2,8,1,Y,15,UPI,0,Y
L00895,33,HR Executive,Chennai,Working Professional,Premium,1499,3,6,4,0.67,5.1,15,5,Y,12,Card,2,Y
L00896,27,Consultant,Jaipur,Certification Seeker,Basic,299,1,15,13,0.87,7.7,7,25,N,0,Netbanking,0,Y
L00897,18,Student,Hyderabad,College Student,Standard,599,10,13,9,0.69,8.4,11,35,Y,12,UPI,2,Y
L00898,21,Student,Ahmedabad,College Student,Basic,299,1,9,4,0.44,8.4,11,37,Y,23,Wallet,1,Y
L00899,19,Student,Ahmedabad,College Student,Basic,299,7,9,4,0.44,2.6,4,31,Y,18,Wallet,2,N
L00900,34,Homemaker,Hyderabad,Casual Learner,Pro,999,5,6,1,0.17,3.6,6,89,N,0,UPI,1,N
L00901,29,HR Executive,Mumbai,Working Professional,Pro,999,11,9,7,0.78,9.2,16,16,N,0,UPI,0,Y
L00902,27,Consultant,Bengaluru,Power Learner,Premium,1499,8,7,5,0.71,12.1,30,0,N,0,UPI,1,Y
L00903,20,Student,Ahmedabad,College Student,Standard,599,6,10,4,0.4,8.4,10,2,Y,23,Wallet,2,Y
L00904,30,Manager,Mumbai,Certification Seeker,Standard,599,7,10,7,0.7,4.9,9,24,Y,12,UPI,1,Y
L00905,20,Homemaker,Bengaluru,Casual Learner,Basic,299,8,12,2,0.17,0.7,5,61,Y,24,Wallet,3,N
L00906,33,Data Analyst,Bengaluru,Working Professional,Pro,999,7,8,6,0.75,8.9,11,2,N,0,UPI,1,Y
L00907,18,Student,Delhi NCR,College Student,Basic,299,12,8,5,0.62,7.6,7,27,N,0,Wallet,0,Y
L00908,27,Marketing Executive,Chennai,Working Professional,Basic,299,1,6,5,0.83,9.7,13,8,N,0,UPI,1,Y
L00909,36,Software Engineer,Hyderabad,Power Learner,Pro,999,4,2,2,1.0,13.4,27,0,N,0,Netbanking,0,Y
L00910,21,Software Engineer,Bengaluru,Power Learner,Premium,1499,9,3,3,1.0,10.2,22,2,N,0,Card,0,Y
L00911,37,Unemployed (Upskilling),Bengaluru,Career Switcher,Premium,1499,11,14,7,0.5,5.2,16,2,N,0,Wallet,2,Y
L00912,35,Marketing Executive,Jaipur,Working Professional,Pro,999,6,3,2,0.67,9.9,15,15,N,0,Netbanking,1,Y
L00913,30,Ex-Operations,Pune,Career Switcher,Premium,1499,6,8,4,0.5,10.2,14,9,N,0,Card,3,Y
L00914,31,Ex-Operations,Ahmedabad,Career Switcher,Premium,1499,8,6,4,0.67,10.1,15,12,N,0,Wallet,1,Y
L00915,19,Student,Hyderabad,College Student,Pro,999,12,9,6,0.67,6.6,13,23,N,0,Wallet,2,Y
L00916,19,Student,Bengaluru,College Student,Standard,599,8,4,1,0.25,4.1,13,26,Y,28,Wallet,5,Y
L00917,20,Data Scientist,Ahmedabad,Power Learner,Premium,1499,3,10,9,0.9,12.7,30,1,N,0,Card,0,Y
L00918,35,Marketing Executive,Jaipur,Working Professional,Standard,599,10,2,2,1.0,7.2,8,3,Y,14,UPI,1,Y
L00919,29,Marketing Executive,Delhi NCR,Working Professional,Premium,1499,5,10,8,0.8,9.0,13,19,N,0,Wallet,1,Y
L00920,20,Student,Delhi NCR,College Student,Pro,999,3,7,5,0.71,3.1,5,34,Y,21,Wallet,1,N
L00921,25,Consultant,Jaipur,Certification Seeker,Basic,299,1,3,2,0.67,3.7,12,15,N,0,Netbanking,3,Y
L00922,18,Student,Chennai,College Student,Pro,999,2,5,2,0.4,8.2,5,11,N,0,Card,0,N
L00923,39,Freelancer,Chennai,Casual Learner,Basic,299,2,10,3,0.3,1.7,4,22,Y,13,Netbanking,2,N
L00924,20,Entrepreneur,Chennai,Power Learner,Premium,1499,1,7,6,0.86,16.5,24,2,N,0,Netbanking,1,Y
L00925,24,Marketing Executive,Mumbai,Working Professional,Pro,999,1,1,1,1.0,5.8,11,15,N,0,Netbanking,1,Y
L00926,45,Retired,Ahmedabad,Casual Learner,Standard,599,3,8,2,0.25,3.8,6,53,Y,12,Wallet,1,N
L00927,38,Software Engineer,Mumbai,Certification Seeker,Pro,999,2,10,6,0.6,4.2,8,11,N,0,UPI,0,Y
L00928,20,Student,Delhi NCR,College Student,Standard,599,8,1,1,1.0,6.4,9,6,N,0,Card,0,Y
L00929,20,Homemaker,Ahmedabad,Casual Learner,Standard,599,4,11,3,0.27,1.2,6,30,Y,20,Card,4,N
L00930,20,Student,Jaipur,College Student,Basic,299,1,9,4,0.44,2.6,7,16,N,0,Card,0,N
L00931,19,Student,Hyderabad,College Student,Basic,299,11,11,6,0.55,7.9,8,38,Y,19,Netbanking,1,Y
L00932,33,Ex-Marketer,Delhi NCR,Career Switcher,Basic,299,2,13,7,0.54,8.5,8,13,N,0,Wallet,0,N
L00933,35,Unemployed (Upskilling),Chennai,Career Switcher,Pro,999,10,6,4,0.67,9.7,9,8,N,0,Wallet,2,Y
L00934,28,Part-time Worker,Hyderabad,Casual Learner,Basic,299,3,8,2,0.25,0.6,3,72,Y,26,Wallet,4,N
L00935,26,Marketing Executive,Ahmedabad,Working Professional,Standard,599,1,11,9,0.82,9.2,13,12,Y,9,Wallet,0,Y
L00936,26,Software Engineer,Mumbai,Power Learner,Pro,999,3,3,3,1.0,12.7,23,0,N,0,Netbanking,0,Y
L00937,40,Ex-Operations,Ahmedabad,Career Switcher,Premium,1499,3,2,1,0.5,8.4,18,1,Y,8,Wallet,2,Y
L00938,31,Marketing Executive,Ahmedabad,Working Professional,Pro,999,5,10,6,0.6,7.8,13,20,N,0,UPI,1,Y
L00939,29,Marketing Executive,Chennai,Working Professional,Pro,999,8,4,3,0.75,4.4,15,11,N,0,Card,1,Y
L00940,37,Analyst,Chennai,Certification Seeker,Pro,999,6,10,8,0.8,6.5,8,10,N,0,Card,0,N
L00941,22,Student,Mumbai,College Student,Basic,299,2,9,4,0.44,4.7,6,39,Y,22,Netbanking,0,N
L00942,43,Student,Delhi NCR,Casual Learner,Basic,299,1,14,3,0.21,2.2,2,20,N,0,Card,3,N
L00943,29,HR Executive,Hyderabad,Working Professional,Pro,999,11,12,9,0.75,5.1,9,9,N,0,Netbanking,0,Y
L00944,24,Data Analyst,Pune,Working Professional,Standard,599,5,13,9,0.69,4.2,14,2,N,0,Card,3,Y
L00945,39,Ex-Marketer,Bengaluru,Career Switcher,Premium,1499,8,10,6,0.6,6.9,17,14,Y,15,UPI,0,N
L00946,36,Ex-Banker,Chennai,Career Switcher,Pro,999,7,7,5,0.71,8.9,18,13,Y,11,UPI,1,Y
L00947,19,Part-time Worker,Mumbai,Casual Learner,Standard,599,12,2,0,0.0,1.0,1,28,Y,29,Card,1,N
L00948,30,Software Engineer,Ahmedabad,Power Learner,Pro,999,2,11,10,0.91,14.9,28,0,N,0,Card,0,N
L00949,25,Data Analyst,Hyderabad,Working Professional,Standard,599,11,12,9,0.75,8.1,8,1,N,0,UPI,0,Y
L00950,19,Student,Chennai,College Student,Basic,299,11,8,5,0.62,6.7,4,32,Y,24,Wallet,0,Y
L00951,31,Ex-Banker,Jaipur,Career Switcher,Basic,299,12,3,2,0.67,5.6,13,5,N,0,Netbanking,2,Y
L00952,26,Marketing Executive,Pune,Working Professional,Standard,599,6,8,6,0.75,9.4,14,3,Y,11,Wallet,0,Y
L00953,18,Student,Hyderabad,College Student,Standard,599,12,14,10,0.71,7.2,14,13,Y,19,Card,1,Y
L00954,18,Student,Delhi NCR,College Student,Pro,999,4,7,4,0.57,5.5,10,20,N,0,Card,3,Y
L00955,32,Ex-Teacher,Bengaluru,Career Switcher,Premium,1499,1,5,4,0.8,9.3,8,8,N,0,Card,0,Y
L00956,19,Student,Chennai,College Student,Basic,299,7,5,4,0.8,6.6,8,2,Y,19,Card,0,N
L00957,39,Homemaker,Jaipur,Casual Learner,Basic,299,2,10,4,0.4,0.8,2,78,N,0,Netbanking,2,Y
L00958,27,Ex-Banker,Hyderabad,Career Switcher,Basic,299,11,8,5,0.62,7.6,8,15,N,0,UPI,0,Y
L00959,28,Consultant,Jaipur,Power Learner,Pro,999,5,8,6,0.75,10.2,24,1,N,0,UPI,1,Y
L00960,43,Freelancer,Mumbai,Casual Learner,Basic,299,2,6,2,0.33,2.6,4,80,N,0,Netbanking,5,N
L00961,34,Data Analyst,Ahmedabad,Working Professional,Standard,599,7,11,7,0.64,6.2,13,9,N,0,Wallet,3,Y
L00962,33,Data Analyst,Delhi NCR,Working Professional,Standard,599,6,3,2,0.67,7.9,15,17,N,0,Netbanking,1,Y
L00963,30,Unemployed (Upskilling),Delhi NCR,Career Switcher,Premium,1499,4,15,11,0.73,10.8,14,2,Y,10,UPI,0,Y
L00964,22,Student,Hyderabad,College Student,Standard,599,6,7,4,0.57,5.4,9,23,Y,26,Card,2,N
L00965,21,Freelancer,Jaipur,Casual Learner,Basic,299,12,9,4,0.44,3.6,2,20,N,0,Wallet,1,N
L00966,27,Freelancer,Ahmedabad,Casual Learner,Basic,299,4,1,0,0.0,2.4,1,44,Y,14,UPI,1,Y
L00967,33,Consultant,Ahmedabad,Power Learner,Basic,299,10,7,6,0.86,13.0,26,2,N,0,Wallet,0,Y
L00968,35,Consultant,Chennai,Power Learner,Standard,599,12,10,8,0.8,14.7,26,0,N,0,Netbanking,1,N
L00969,31,Software Engineer,Jaipur,Working Professional,Standard,599,2,6,4,0.67,4.5,9,14,N,0,Wallet,0,Y
L00970,39,Ex-Banker,Ahmedabad,Career Switcher,Basic,299,11,8,6,0.75,5.9,18,0,Y,7,Netbanking,1,Y
L00971,26,Ex-Marketer,Bengaluru,Career Switcher,Pro,999,8,1,1,1.0,6.2,15,9,N,0,Netbanking,1,Y
L00972,18,Student,Jaipur,College Student,Standard,599,1,1,1,1.0,4.7,14,11,Y,14,Wallet,0,Y
L00973,21,Homemaker,Delhi NCR,Casual Learner,Basic,299,12,6,2,0.33,3.9,5,23,N,0,Wallet,1,N
L00974,33,Software Engineer,Ahmedabad,Certification Seeker,Standard,599,5,5,3,0.6,5.2,12,2,N,0,Netbanking,3,Y
L00975,26,Software Engineer,Mumbai,Certification Seeker,Standard,599,10,9,7,0.78,3.9,9,14,N,0,Netbanking,1,Y
L00976,23,Part-time Worker,Ahmedabad,Casual Learner,Basic,299,1,12,2,0.17,1.3,2,58,Y,17,UPI,1,N
L00977,22,Student,Pune,College Student,Pro,999,3,4,3,0.75,4.2,7,30,N,0,Wallet,1,Y
L00978,22,Student,Delhi NCR,College Student,Standard,599,9,2,1,0.5,3.0,5,30,N,0,Card,3,N
L00979,27,Data Analyst,Ahmedabad,Working Professional,Basic,299,7,11,6,0.55,4.3,13,12,N,0,Netbanking,3,Y
L00980,29,Consultant,Jaipur,Certification Seeker,Pro,999,9,5,4,0.8,7.4,8,7,N,0,UPI,1,Y
L00981,32,Software Engineer,Delhi NCR,Working Professional,Pro,999,1,13,9,0.69,6.2,14,8,N,0,Netbanking,2,N
L00982,34,Ex-Operations,Jaipur,Career Switcher,Pro,999,12,2,1,0.5,9.1,16,4,N,0,Netbanking,0,Y
L00983,20,Student,Hyderabad,College Student,Basic,299,6,5,2,0.4,8.4,13,12,Y,17,Wallet,2,Y
L00984,34,Marketing Executive,Delhi NCR,Working Professional,Pro,999,12,4,3,0.75,5.8,13,17,N,0,Card,0,Y
L00985,29,Consultant,Chennai,Certification Seeker,Standard,599,11,12,9,0.75,7.0,11,7,N,0,Wallet,1,Y
L00986,33,Ex-Teacher,Ahmedabad,Career Switcher,Pro,999,7,8,6,0.75,5.0,11,8,N,0,Netbanking,1,Y
L00987,21,Student,Bengaluru,College Student,Standard,599,7,13,5,0.38,4.2,6,11,N,0,UPI,1,N
L00988,22,Student,Delhi NCR,College Student,Standard,599,12,10,7,0.7,6.8,7,2,Y,12,Netbanking,1,Y
L00989,22,Student,Chennai,College Student,Standard,599,3,3,2,0.67,2.2,13,20,N,0,Wallet,1,Y
L00990,19,Student,Pune,College Student,Standard,599,2,10,4,0.4,2.7,10,14,Y,13,Card,2,Y
L00991,20,Student,Ahmedabad,College Student,Basic,299,4,8,5,0.62,2.7,5,26,Y,28,Wallet,0,Y
L00992,23,Student,Ahmedabad,College Student,Standard,599,9,7,4,0.57,4.4,4,31,N,0,Card,2,Y
L00993,23,Student,Delhi NCR,College Student,Standard,599,4,12,6,0.5,3.5,9,25,Y,15,Wallet,0,N
L00994,27,Ex-Operations,Mumbai,Career Switcher,Pro,999,6,8,5,0.62,7.5,8,15,N,0,UPI,3,Y
L00995,20,Student,Jaipur,College Student,Basic,299,4,13,8,0.62,8.0,14,33,Y,11,Wallet,2,Y
L00996,23,Student,Bengaluru,College Student,Standard,599,9,8,6,0.75,2.4,5,33,Y,13,Wallet,1,N
L00997,21,Student,Delhi NCR,College Student,Standard,599,4,13,8,0.62,8.1,13,3,N,0,Card,2,Y
L00998,25,Data Scientist,Mumbai,Power Learner,Premium,1499,4,5,5,1.0,16.0,21,0,N,0,Card,0,Y
L00999,36,Ex-Banker,Delhi NCR,Career Switcher,Pro,999,3,13,10,0.77,6.7,8,10,N,0,UPI,0,Y
L01000,21,Student,Delhi NCR,College Student,Basic,299,10,8,4,0.5,7.8,13,17,Y,12,Card,1,Y
L01001,20,Retired,Delhi NCR,Casual Learner,Basic,299,8,12,4,0.33,2.4,4,70,Y,21,Netbanking,5,N
L01002,34,Analyst,Ahmedabad,Certification Seeker,Standard,599,8,6,4,0.67,3.6,6,6,N,0,UPI,3,Y
L01003,24,Data Analyst,Jaipur,Working Professional,Standard,599,1,13,11,0.85,5.3,10,14,N,0,Card,1,Y
L01004,19,Student,Pune,College Student,Standard,599,8,7,4,0.57,7.0,9,13,N,0,Card,1,N
L01005,31,Analyst,Mumbai,Certification Seeker,Standard,599,7,6,5,0.83,7.4,12,2,N,0,Wallet,0,N
L01006,37,Software Engineer,Chennai,Certification Seeker,Standard,599,5,3,3,1.0,7.6,8,0,N,0,Netbanking,0,Y
L01007,22,Student,Mumbai,College Student,Basic,299,6,5,3,0.6,7.6,11,22,Y,26,UPI,3,N
L01008,32,Software Engineer,Bengaluru,Working Professional,Premium,1499,3,8,6,0.75,9.6,14,10,N,0,Netbanking,0,Y
L01009,24,Manager,Pune,Certification Seeker,Standard,599,1,10,7,0.7,3.2,6,4,Y,13,Card,1,Y
L01010,19,Student,Bengaluru,College Student,Basic,299,1,15,7,0.47,3.9,11,4,N,0,Wallet,0,Y
L01011,29,HR Executive,Chennai,Working Professional,Premium,1499,5,6,4,0.67,7.5,16,10,N,0,Netbanking,1,Y
L01012,21,Student,Chennai,College Student,Pro,999,5,5,4,0.8,5.5,10,3,N,0,Netbanking,0,N
L01013,32,Ex-Banker,Jaipur,Career Switcher,Premium,1499,2,7,4,0.57,9.9,16,11,N,0,Netbanking,2,Y
L01014,21,Student,Chennai,College Student,Pro,999,1,1,1,1.0,5.0,10,9,Y,17,Netbanking,0,Y
L01015,32,Data Scientist,Ahmedabad,Power Learner,Premium,1499,4,10,8,0.8,12.9,29,1,N,0,Wallet,0,Y
L01016,23,Student,Delhi NCR,College Student,Standard,599,8,1,1,1.0,8.3,14,9,Y,11,Netbanking,1,Y
L01017,33,Software Engineer,Mumbai,Certification Seeker,Standard,599,5,1,1,1.0,4.7,6,18,N,0,Card,0,N
L01018,37,Software Engineer,Pune,Certification Seeker,Pro,999,10,2,1,0.5,7.2,7,19,N,0,Netbanking,1,Y
L01019,21,Retired,Hyderabad,Casual Learner,Standard,599,1,13,4,0.31,1.9,3,40,Y,29,Netbanking,3,N
L01020,31,Freelancer,Pune,Casual Learner,Standard,599,4,1,0,0.0,1.3,2,39,N,0,UPI,2,Y
L01021,26,Software Engineer,Pune,Working Professional,Pro,999,12,2,1,0.5,5.9,11,15,N,0,Netbanking,1,N
L01022,36,Ex-Banker,Ahmedabad,Career Switcher,Standard,599,2,8,4,0.5,5.3,12,12,N,0,Wallet,2,Y
L01023,41,Retired,Chennai,Casual Learner,Pro,999,10,3,1,0.33,3.5,2,20,N,0,Wallet,1,Y
L01024,24,Software Engineer,Delhi NCR,Power Learner,Pro,999,10,7,6,0.86,15.0,24,1,Y,5,Netbanking,1,Y
L01025,24,Software Engineer,Jaipur,Working Professional,Pro,999,9,14,11,0.79,5.2,10,10,N,0,Netbanking,1,N
L01026,39,Data Scientist,Ahmedabad,Power Learner,Premium,1499,12,13,11,0.85,18.0,27,2,N,0,Netbanking,1,Y
L01027,27,Ex-Operations,Ahmedabad,Career Switcher,Premium,1499,10,5,3,0.6,9.0,13,7,N,0,UPI,1,Y
L01028,37,Ex-Marketer,Mumbai,Career Switcher,Pro,999,1,7,4,0.57,6.6,15,7,Y,6,Netbanking,3,Y
L01029,31,Software Engineer,Jaipur,Certification Seeker,Premium,1499,4,14,12,0.86,5.7,14,9,N,0,Wallet,1,Y
L01030,25,Ex-Operations,Bengaluru,Career Switcher,Standard,599,4,12,6,0.5,11.6,8,3,N,0,Card,2,N
L01031,30,Marketing Executive,Delhi NCR,Working Professional,Standard,599,5,2,1,0.5,5.9,16,17,N,0,UPI,0,N
L01032,20,Student,Bengaluru,College Student,Standard,599,6,8,4,0.5,2.9,12,29,N,0,Netbanking,0,Y
L01033,19,Student,Hyderabad,College Student,Standard,599,5,3,2,0.67,7.1,13,5,Y,13,Card,3,N
L01034,29,Homemaker,Chennai,Casual Learner,Standard,599,7,4,1,0.25,0.9,5,71,N,0,Wallet,5,N
L01035,23,Student,Jaipur,College Student,Standard,599,8,1,0,0.0,4.7,14,23,Y,14,Netbanking,1,N
L01036,32,Manager,Mumbai,Certification Seeker,Premium,1499,8,13,10,0.77,3.4,7,19,Y,6,Wallet,1,Y
L01037,43,Student,Hyderabad,Casual Learner,Basic,299,7,11,5,0.45,1.5,1,27,N,0,Card,2,N
L01038,28,Consultant,Ahmedabad,Power Learner,Premium,1499,9,7,6,0.86,13.6,27,2,Y,15,Netbanking,0,Y
L01039,38,Software Engineer,Chennai,Certification Seeker,Standard,599,5,4,3,0.75,6.8,11,3,N,0,UPI,0,Y
L01040,32,HR Executive,Bengaluru,Working Professional,Pro,999,9,11,9,0.82,9.6,16,9,N,0,Wallet,0,Y
L01041,24,Analyst,Pune,Certification Seeker,Pro,999,3,1,1,1.0,3.3,6,3,N,0,Netbanking,1,Y
L01042,22,Student,Bengaluru,College Student,Basic,299,3,1,1,1.0,6.5,13,6,Y,25,Card,0,Y
L01043,38,Consultant,Ahmedabad,Certification Seeker,Basic,299,9,1,1,1.0,7.4,9,15,N,0,Wallet,0,Y
L01044,26,Sales Executive,Ahmedabad,Working Professional,Premium,1499,5,10,6,0.6,5.6,9,13,N,0,UPI,3,Y
L01045,40,Freelancer,Delhi NCR,Casual Learner,Standard,599,10,1,0,0.0,0.9,6,51,Y,15,UPI,1,N
L01046,19,Student,Bengaluru,College Student,Standard,599,11,6,3,0.5,3.5,5,0,Y,13,UPI,2,Y
L01047,34,HR Executive,Pune,Working Professional,Standard,599,4,4,3,0.75,9.1,10,6,N,0,Card,1,Y
L01048,18,Student,Mumbai,College Student,Basic,299,3,4,2,0.5,2.4,4,29,Y,28,Card,2,Y
L01049,24,Sales Executive,Bengaluru,Working Professional,Pro,999,6,14,9,0.64,5.8,11,14,N,0,Wallet,3,Y
L01050,31,Marketing Executive,Mumbai,Working Professional,Pro,999,11,15,11,0.73,6.9,11,17,Y,8,Netbanking,1,Y
L01051,23,Student,Ahmedabad,College Student,Basic,299,10,5,4,0.8,8.7,5,15,N,0,Card,1,N
L01052,18,Student,Ahmedabad,College Student,Standard,599,1,12,8,0.67,5.4,6,6,N,0,Netbanking,2,Y
L01053,36,Ex-Teacher,Ahmedabad,Career Switcher,Pro,999,4,6,5,0.83,11.2,13,1,N,0,Card,1,Y
L01054,32,Software Engineer,Bengaluru,Working Professional,Standard,599,3,9,6,0.67,5.4,8,6,N,0,UPI,0,Y
L01055,34,Data Scientist,Hyderabad,Power Learner,Premium,1499,4,10,8,0.8,13.7,20,2,N,0,Netbanking,1,N
L01056,19,Student,Bengaluru,College Student,Standard,599,10,12,4,0.33,5.8,14,15,Y,13,UPI,4,N
L01057,21,Student,Bengaluru,College Student,Basic,299,10,12,4,0.33,3.6,13,17,Y,17,Wallet,5,N
L01058,18,Student,Pune,College Student,Basic,299,3,4,2,0.5,3.6,4,11,Y,16,UPI,3,Y
L01059,18,Student,Chennai,College Student,Standard,599,5,14,9,0.64,7.8,10,9,N,0,Wallet,3,Y
L01060,32,Marketing Executive,Ahmedabad,Working Professional,Standard,599,3,4,2,0.5,5.3,10,13,N,0,Card,2,N
L01061,39,Part-time Worker,Chennai,Casual Learner,Standard,599,3,4,1,0.25,3.4,5,88,N,0,Wallet,2,N
L01062,26,Student,Pune,Casual Learner,Basic,299,12,7,2,0.29,3.3,1,45,N,0,Wallet,1,N
L01063,23,Student,Mumbai,College Student,Basic,299,12,15,8,0.53,5.7,5,35,N,0,Card,0,Y
L01064,32,Ex-Banker,Hyderabad,Career Switcher,Premium,1499,9,9,5,0.56,11.0,16,2,Y,10,UPI,2,Y
L01065,30,Ex-Teacher,Ahmedabad,Career Switcher,Pro,999,4,10,7,0.7,6.0,11,2,N,0,Wallet,0,Y
L01066,26,Data Analyst,Chennai,Working Professional,Basic,299,1,3,2,0.67,8.7,8,0,N,0,UPI,0,N
L01067,25,Sales Executive,Chennai,Working Professional,Basic,299,11,6,5,0.83,8.5,8,4,N,0,UPI,1,Y
L01068,18,Student,Jaipur,College Student,Basic,299,9,13,5,0.38,8.4,5,9,Y,22,UPI,3,Y
L01069,21,Student,Mumbai,College Student,Basic,299,1,11,6,0.55,2.0,8,15,Y,17,Netbanking,1,Y
L01070,32,Ex-Operations,Delhi NCR,Career Switcher,Pro,999,9,6,4,0.67,6.6,13,11,N,0,Card,3,Y
L01071,26,Ex-Operations,Mumbai,Career Switcher,Pro,999,4,13,9,0.69,7.9,17,14,N,0,Card,1,Y
L01072,18,Student,Ahmedabad,College Student,Basic,299,9,5,3,0.6,2.9,12,33,N,0,Netbanking,1,Y
L01073,27,HR Executive,Hyderabad,Working Professional,Standard,599,4,3,2,0.67,7.2,9,12,N,0,Card,3,Y
L01074,26,HR Executive,Pune,Working Professional,Standard,599,3,12,8,0.67,4.1,14,4,N,0,Wallet,1,Y
L01075,28,Software Engineer,Jaipur,Power Learner,Premium,1499,7,13,10,0.77,12.9,30,3,N,0,Netbanking,0,Y
L01076,41,Student,Chennai,Casual Learner,Basic,299,3,8,3,0.38,1.5,6,22,Y,18,Netbanking,3,N
L01077,36,Software Engineer,Hyderabad,Power Learner,Premium,1499,6,5,5,1.0,12.4,28,1,N,0,Card,1,Y
L01078,39,Student,Mumbai,Casual Learner,Basic,299,11,4,1,0.25,0.7,3,50,Y,25,Netbanking,2,N
L01079,20,Student,Ahmedabad,College Student,Standard,599,3,8,5,0.62,7.6,5,6,Y,24,UPI,0,Y
L01080,22,Student,Hyderabad,College Student,Standard,599,3,7,3,0.43,4.8,9,14,N,0,UPI,0,N
L01081,40,Ex-Marketer,Ahmedabad,Career Switcher,Basic,299,9,3,2,0.67,11.0,16,0,N,0,UPI,0,Y
L01082,30,Software Engineer,Delhi NCR,Working Professional,Pro,999,9,11,7,0.64,9.5,11,12,N,0,Netbanking,2,N
L01083,38,Ex-Teacher,Hyderabad,Career Switcher,Pro,999,10,10,5,0.5,10.5,10,1,Y,6,Netbanking,0,Y
L01084,21,Student,Chennai,College Student,Standard,599,10,12,5,0.42,3.0,10,12,Y,14,Card,0,Y
L01085,20,Student,Bengaluru,College Student,Basic,299,1,7,4,0.57,6.9,8,8,N,0,UPI,2,N
L01086,28,Freelancer,Jaipur,Casual Learner,Pro,999,7,2,1,0.5,2.0,6,25,Y,13,UPI,0,N
L01087,23,Consultant,Chennai,Certification Seeker,Standard,599,10,8,5,0.62,3.4,6,12,Y,14,Card,0,N
L01088,26,Student,Chennai,Casual Learner,Basic,299,7,8,2,0.25,2.3,2,75,N,0,Wallet,4,N
L01089,29,Unemployed (Upskilling),Hyderabad,Career Switcher,Premium,1499,5,15,9,0.6,7.0,8,3,N,0,Wallet,1,Y
L01090,23,Student,Ahmedabad,College Student,Basic,299,4,11,4,0.36,6.5,13,7,Y,24,UPI,5,N
L01091,33,HR Executive,Bengaluru,Working Professional,Pro,999,5,10,8,0.8,7.4,8,14,N,0,Wallet,1,N
L01092,37,Ex-Marketer,Jaipur,Career Switcher,Basic,299,9,11,7,0.64,7.1,16,11,N,0,Card,1,Y
L01093,18,Student,Hyderabad,College Student,Pro,999,4,13,9,0.69,2.8,7,18,N,0,Wallet,0,Y
L01094,35,Retired,Delhi NCR,Casual Learner,Basic,299,2,3,1,0.33,2.1,4,23,N,0,Netbanking,5,N
L01095,34,Part-time Worker,Hyderabad,Casual Learner,Basic,299,11,9,4,0.44,2.6,3,51,Y,28,UPI,2,N
L01096,35,Software Engineer,Delhi NCR,Certification Seeker,Premium,1499,10,14,11,0.79,6.1,11,0,N,0,Wallet,1,Y
L01097,23,Student,Bengaluru,College Student,Standard,599,7,15,9,0.6,6.0,9,26,N,0,UPI,3,N
L01098,23,Student,Hyderabad,College Student,Standard,599,6,13,9,0.69,6.0,5,16,Y,21,Card,2,N
L01099,18,Student,Delhi NCR,College Student,Standard,599,4,7,4,0.57,2.0,14,32,N,0,Wallet,0,N
L01100,21,Student,Bengaluru,College Student,Basic,299,4,2,1,0.5,7.7,9,1,Y,11,Netbanking,0,Y
L01101,35,Ex-Teacher,Jaipur,Career Switcher,Pro,999,3,8,6,0.75,11.0,16,6,N,0,Card,0,N
L01102,20,Student,Mumbai,College Student,Pro,999,8,12,5,0.42,5.1,8,25,N,0,Card,3,N
L01103,26,HR Executive,Delhi NCR,Working Professional,Standard,599,9,15,12,0.8,8.8,15,20,N,0,UPI,0,Y
L01104,24,Analyst,Mumbai,Certification Seeker,Standard,599,9,4,4,1.0,6.4,10,2,N,0,Card,0,Y
L01105,30,Consultant,Delhi NCR,Power Learner,Pro,999,7,4,3,0.75,11.1,28,0,N,0,Card,0,Y
L01106,21,Student,Hyderabad,College Student,Standard,599,4,8,3,0.38,7.8,14,20,Y,30,Wallet,1,Y
L01107,34,HR Executive,Pune,Working Professional,Standard,599,10,3,2,0.67,4.3,10,18,N,0,Netbanking,0,N
L01108,20,Student,Mumbai,College Student,Basic,299,4,2,1,0.5,6.8,5,25,N,0,Wallet,3,N
L01109,19,Student,Mumbai,College Student,Standard,599,11,3,2,0.67,2.6,11,37,Y,14,Wallet,1,Y
L01110,31,HR Executive,Jaipur,Working Professional,Standard,599,7,2,1,0.5,9.2,11,17,N,0,Card,2,Y
L01111,33,Sales Executive,Mumbai,Working Professional,Pro,999,12,2,2,1.0,7.5,14,12,N,0,UPI,1,Y
L01112,30,HR Executive,Delhi NCR,Working Professional,Premium,1499,1,2,1,0.5,6.2,8,12,N,0,Card,1,Y
L01113,34,Marketing Executive,Bengaluru,Working Professional,Premium,1499,11,9,7,0.78,9.2,13,0,N,0,UPI,1,Y
L01114,18,Student,Bengaluru,College Student,Premium,1499,3,1,1,1.0,4.3,10,29,N,0,Netbanking,0,Y
L01115,34,Unemployed (Upskilling),Mumbai,Career Switcher,Premium,1499,3,10,7,0.7,11.2,8,10,N,0,Card,1,N
